;data;denominazione_regione;ricoverati_con_sintomi;terapia_intensiva;totale_ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;dimessi_guariti;deceduti;casi_da_sospetto_diagnostico;casi_da_screening;totale_casi;tamponi;casi_testati;nuovi_tamponi;nuovi_casi_testati;nuovi_deceduti
1683;2020-03-17;Basilicata;5;2;7;13;20;8;8;0;0;0.0;0.0;20;262;0.0;32;0.0;0
1684;2020-03-18;Basilicata;9;2;11;16;27;7;7;0;0;0.0;0.0;27;262;0.0;0;0.0;0
1685;2020-03-19;Basilicata;8;5;13;24;37;10;10;0;0;0.0;0.0;37;353;0.0;91;0.0;0
1686;2020-03-20;Basilicata;8;5;13;39;52;15;15;0;0;0.0;0.0;52;443;0.0;90;0.0;0
1687;2020-03-21;Basilicata;12;7;19;47;66;14;14;0;0;0.0;0.0;66;522;0.0;79;0.0;0
1688;2020-03-22;Basilicata;13;10;23;58;81;15;15;0;0;0.0;0.0;81;643;0.0;121;0.0;0
1689;2020-03-23;Basilicata;15;12;27;62;89;8;9;0;1;0.0;0.0;90;696;0.0;53;0.0;1
1690;2020-03-24;Basilicata;14;12;26;65;91;2;2;0;1;0.0;0.0;92;744;0.0;48;0.0;0
1691;2020-03-25;Basilicata;20;14;34;78;112;21;21;0;1;0.0;0.0;113;857;0.0;113;0.0;0
1692;2020-03-26;Basilicata;22;16;38;95;133;21;21;0;1;0.0;0.0;134;1046;0.0;189;0.0;0
1693;2020-03-27;Basilicata;22;15;37;110;147;14;17;1;3;0.0;0.0;151;1254;0.0;208;0.0;2
1694;2020-03-28;Basilicata;26;19;45;133;178;31;31;1;3;0.0;0.0;182;1421;0.0;167;0.0;0
1695;2020-03-29;Basilicata;32;18;50;147;197;19;20;1;4;0.0;0.0;202;1585;0.0;164;0.0;1
1696;2020-03-30;Basilicata;36;18;54;154;208;11;12;1;5;0.0;0.0;214;1833;0.0;248;0.0;1
1697;2020-03-31;Basilicata;37;17;54;162;216;8;12;3;7;0.0;0.0;226;2043;0.0;210;0.0;2
1698;2020-04-01;Basilicata;39;15;54;171;225;9;11;3;9;0.0;0.0;237;2262;0.0;219;0.0;2
1699;2020-04-02;Basilicata;38;19;57;176;233;8;9;3;10;0.0;0.0;246;2427;0.0;165;0.0;1
1700;2020-04-03;Basilicata;41;19;60;187;247;14;15;3;11;0.0;0.0;261;2622;0.0;195;0.0;1
1701;2020-04-04;Basilicata;44;19;63;181;244;-3;3;9;11;0.0;0.0;264;2765;0.0;143;0.0;0
1702;2020-04-05;Basilicata;46;18;64;190;254;10;14;11;13;0.0;0.0;278;2931;0.0;166;0.0;2
1703;2020-04-06;Basilicata;46;18;64;198;262;8;9;12;13;0.0;0.0;287;3061;0.0;130;0.0;0
1704;2020-04-07;Basilicata;47;17;64;201;265;3;4;12;14;0.0;0.0;291;3160;0.0;99;0.0;1
1705;2020-04-08;Basilicata;48;17;65;205;270;5;6;13;14;0.0;0.0;297;3296;0.0;136;0.0;0
1706;2020-04-09;Basilicata;50;17;67;208;275;5;6;13;15;0.0;0.0;303;3474;0.0;178;0.0;1
1707;2020-04-10;Basilicata;59;15;74;205;279;4;5;14;15;0.0;0.0;308;3696;0.0;222;0.0;0
1708;2020-04-11;Basilicata;60;12;72;209;281;2;4;14;17;0.0;0.0;312;4050;0.0;354;0.0;2
1709;2020-04-12;Basilicata;61;12;73;204;277;-4;3;20;18;0.0;0.0;315;4355;0.0;305;0.0;1
1710;2020-04-13;Basilicata;64;12;76;194;270;-7;4;31;18;0.0;0.0;319;4545;0.0;190;0.0;0
1711;2020-04-14;Basilicata;62;12;74;191;265;-5;0;35;19;0.0;0.0;319;4759;0.0;214;0.0;1
1712;2020-04-15;Basilicata;60;12;72;189;261;-4;1;38;21;0.0;0.0;320;5037;0.0;278;0.0;2
1713;2020-04-16;Basilicata;60;9;69;204;273;12;16;41;22;0.0;0.0;336;5349;0.0;312;0.0;1
1714;2020-04-17;Basilicata;59;9;68;198;266;-7;1;49;22;0.0;0.0;337;5710;0.0;361;0.0;0
1715;2020-04-18;Basilicata;60;8;68;194;262;-4;2;54;23;0.0;0.0;339;6056;0.0;346;0.0;1
1716;2020-04-19;Basilicata;59;8;67;180;247;-15;3;71;24;0.0;0.0;342;6528;6528.0;472;6528.0;1
1717;2020-04-20;Basilicata;59;7;66;176;242;-5;0;76;24;0.0;0.0;342;6868;6868.0;340;340.0;0
1718;2020-04-21;Basilicata;64;7;71;174;245;3;8;81;24;0.0;0.0;350;7470;7470.0;602;602.0;0
1719;2020-04-22;Basilicata;65;7;72;160;232;-13;4;98;24;0.0;0.0;354;8040;8040.0;570;570.0;0
1720;2020-04-23;Basilicata;61;7;68;161;229;-3;2;103;24;0.0;0.0;356;8511;8511.0;471;471.0;0
1721;2020-04-24;Basilicata;59;7;66;163;229;0;4;107;24;0.0;0.0;360;9026;9026.0;515;515.0;0
1722;2020-04-25;Basilicata;58;7;65;153;218;-11;1;118;25;0.0;0.0;361;9792;9792.0;766;766.0;1
1723;2020-04-26;Basilicata;57;7;64;155;219;1;5;122;25;0.0;0.0;366;10077;10077.0;285;285.0;0
1724;2020-04-27;Basilicata;57;7;64;153;217;-2;0;124;25;0.0;0.0;366;10364;10364.0;287;287.0;0
1725;2020-04-28;Basilicata;56;7;63;142;205;-12;0;136;25;0.0;0.0;366;10889;10889.0;525;525.0;0
1726;2020-04-29;Basilicata;51;4;55;139;194;-11;0;147;25;0.0;0.0;366;11331;11331.0;442;442.0;0
1727;2020-04-30;Basilicata;49;4;53;139;192;-2;1;150;25;0.0;0.0;367;12774;12774.0;1443;1443.0;0
1728;2020-05-01;Basilicata;49;4;53;140;193;1;11;160;25;0.0;0.0;378;13269;13269.0;495;495.0;0
1729;2020-05-02;Basilicata;48;4;52;139;191;-2;2;164;25;0.0;0.0;380;13722;13722.0;453;453.0;0
1730;2020-05-03;Basilicata;48;3;51;143;194;3;6;167;25;0.0;0.0;386;14210;14210.0;488;488.0;0
1731;2020-05-04;Basilicata;50;3;53;120;173;-21;0;188;25;0.0;0.0;386;14901;14455.0;691;245.0;0
1732;2020-05-05;Basilicata;50;3;53;124;177;4;10;194;25;0.0;0.0;396;15476;15028.0;575;573.0;0
1733;2020-05-06;Basilicata;47;3;50;122;172;-5;3;202;25;0.0;0.0;399;16103;15619.0;627;591.0;0
1734;2020-05-07;Basilicata;48;2;50;105;155;-17;-16;202;26;0.0;0.0;383;16272;15780.0;169;161.0;1
1735;2020-05-08;Basilicata;48;2;50;102;152;-3;-1;204;26;0.0;0.0;382;16777;16285.0;505;505.0;0
1736;2020-05-09;Basilicata;45;1;46;99;145;-7;0;210;27;0.0;0.0;382;17433;16941.0;656;656.0;1
1737;2020-05-10;Basilicata;45;1;46;97;143;-2;3;215;27;0.0;0.0;385;17916;17424.0;483;483.0;0
1738;2020-05-11;Basilicata;46;1;47;95;142;-1;1;217;27;0.0;0.0;386;18266;17774.0;350;350.0;0
1739;2020-05-12;Basilicata;47;1;48;92;140;-2;1;220;27;0.0;0.0;387;19100;18608.0;834;834.0;0
1740;2020-05-13;Basilicata;42;1;43;88;131;-9;2;231;27;0.0;0.0;389;19678;19186.0;578;578.0;0
1741;2020-05-14;Basilicata;34;1;35;92;127;-4;0;235;27;0.0;0.0;389;20285;19789.0;607;603.0;0
1742;2020-05-15;Basilicata;33;1;34;86;120;-7;0;242;27;0.0;0.0;389;20851;20359.0;566;570.0;0
1743;2020-05-16;Basilicata;29;1;30;83;113;-7;1;250;27;0.0;0.0;390;21496;20966.0;645;607.0;0
1744;2020-05-17;Basilicata;29;1;30;74;104;-9;2;261;27;0.0;0.0;392;22167;21627.0;671;661.0;0
1745;2020-05-18;Basilicata;29;1;30;63;93;-11;0;272;27;0.0;0.0;392;22581;22016.0;414;389.0;0
1746;2020-05-19;Basilicata;26;1;27;57;84;-9;1;282;27;0.0;0.0;393;23347;22767.0;766;751.0;0
1747;2020-05-20;Basilicata;22;1;23;50;73;-11;0;293;27;0.0;0.0;393;23986;23376.0;639;609.0;0
1748;2020-05-21;Basilicata;15;1;16;44;60;-13;1;307;27;0.0;0.0;394;24537;23903.0;551;527.0;0
1749;2020-05-22;Basilicata;15;1;16;33;49;-11;0;318;27;0.0;0.0;394;25045;24395.0;508;492.0;0
1750;2020-05-23;Basilicata;14;1;15;26;41;-8;4;330;27;0.0;0.0;398;25511;24841.0;466;446.0;0
1751;2020-05-24;Basilicata;13;1;14;25;39;-2;1;333;27;0.0;0.0;399;26111;25431.0;600;590.0;0
1752;2020-05-25;Basilicata;13;0;13;23;36;-3;0;336;27;0.0;0.0;399;26634;25944.0;523;513.0;0
1753;2020-05-26;Basilicata;8;0;8;28;36;0;0;336;27;0.0;0.0;399;27197;26807.0;563;863.0;0
1754;2020-05-27;Basilicata;7;0;7;29;36;0;0;336;27;0.0;0.0;399;27734;27344.0;537;537.0;0
1755;2020-05-28;Basilicata;6;0;6;28;34;-2;0;338;27;0.0;0.0;399;28342;27952.0;608;608.0;0
1756;2020-05-29;Basilicata;5;0;5;28;33;-1;0;339;27;0.0;0.0;399;28909;28209.0;567;257.0;0
1757;2020-05-30;Basilicata;5;0;5;26;31;-2;0;341;27;0.0;0.0;399;29421;28685.0;512;476.0;0
1758;2020-05-31;Basilicata;4;0;4;25;29;-2;0;343;27;0.0;0.0;399;29880;29130.0;459;445.0;0
1759;2020-06-01;Basilicata;4;0;4;24;28;-1;0;344;27;0.0;0.0;399;29956;29196.0;76;66.0;0
1760;2020-06-02;Basilicata;4;0;4;20;24;-4;0;348;27;0.0;0.0;399;30424;29664.0;468;468.0;0
1761;2020-06-03;Basilicata;4;0;4;19;23;-1;0;349;27;0.0;0.0;399;30708;29938.0;284;274.0;0
1762;2020-06-04;Basilicata;3;0;3;17;20;-3;0;352;27;0.0;0.0;399;31096;30706.0;388;768.0;0
1763;2020-06-05;Basilicata;0;0;0;18;18;-2;0;354;27;0.0;0.0;399;31485;30705.0;389;-1.0;0
1764;2020-06-06;Basilicata;0;0;0;17;17;-1;0;355;27;0.0;0.0;399;31882;31102.0;397;397.0;0
1765;2020-06-07;Basilicata;0;0;0;14;14;-3;0;358;27;0.0;0.0;399;32147;31357.0;265;255.0;0
1766;2020-06-08;Basilicata;0;0;0;13;13;-1;0;359;27;0.0;0.0;399;32720;31930.0;573;573.0;0
1767;2020-06-09;Basilicata;1;0;1;13;14;1;1;359;27;0.0;0.0;400;33185;32395.0;465;465.0;0
1768;2020-06-10;Basilicata;1;0;1;10;11;-3;0;362;27;0.0;0.0;400;33551;32761.0;366;366.0;0
1769;2020-06-11;Basilicata;0;1;1;11;12;1;1;362;27;0.0;0.0;401;33957;33167.0;406;406.0;0
1770;2020-06-12;Basilicata;0;1;1;11;12;0;0;362;27;0.0;0.0;401;34377;33587.0;420;420.0;0
1771;2020-06-13;Basilicata;0;1;1;10;11;-1;0;363;27;0.0;0.0;401;34681;33891.0;304;304.0;0
1772;2020-06-14;Basilicata;0;1;1;10;11;0;0;363;27;0.0;0.0;401;35139;34349.0;458;458.0;0
1773;2020-06-15;Basilicata;0;1;1;10;11;0;0;363;27;0.0;0.0;401;35233;34443.0;94;94.0;0
1774;2020-06-16;Basilicata;0;1;1;9;10;-1;0;364;27;0.0;0.0;401;35666;34876.0;433;433.0;0
1775;2020-06-17;Basilicata;0;1;1;9;10;0;0;364;27;0.0;0.0;401;36011;35221.0;345;345.0;0
1776;2020-06-18;Basilicata;0;1;1;9;10;0;0;364;27;0.0;0.0;401;36382;35592.0;371;371.0;0
1777;2020-06-19;Basilicata;0;1;1;7;8;-2;0;366;27;0.0;0.0;401;36705;35915.0;323;323.0;0
1778;2020-06-20;Basilicata;0;1;1;7;8;0;0;366;27;0.0;0.0;401;36975;36185.0;270;270.0;0
1779;2020-06-21;Basilicata;1;0;1;7;8;0;0;366;27;0.0;0.0;401;37305;36515.0;330;330.0;0
1780;2020-06-22;Basilicata;1;0;1;7;8;0;0;366;27;0.0;0.0;401;37370;36590.0;65;75.0;0
1781;2020-06-23;Basilicata;1;0;1;7;8;0;0;366;27;0.0;0.0;401;37613;36833.0;243;243.0;0
1782;2020-06-24;Basilicata;1;0;1;6;7;-1;0;367;27;0.0;0.0;401;37887;37107.0;274;274.0;0
1783;2020-06-25;Basilicata;1;0;1;6;7;0;0;367;27;401.0;0.0;401;38261;37481.0;374;374.0;0
1784;2020-06-26;Basilicata;1;0;1;6;7;0;0;367;27;401.0;0.0;401;38690;37910.0;429;429.0;0
1785;2020-06-27;Basilicata;1;0;1;6;7;0;0;367;27;401.0;0.0;401;39001;38221.0;311;311.0;0
1786;2020-06-28;Basilicata;1;0;1;1;2;-5;0;372;27;401.0;0.0;401;39138;38358.0;137;137.0;0
1787;2020-06-29;Basilicata;1;0;1;2;3;1;1;372;27;401.0;1.0;402;39294;38514.0;156;156.0;0
1788;2020-06-30;Basilicata;1;0;1;2;3;0;0;372;27;401.0;1.0;402;39631;38851.0;337;337.0;0
1789;2020-07-01;Basilicata;0;0;0;2;2;-1;0;373;27;401.0;1.0;402;39787;39007.0;156;156.0;0
1790;2020-07-02;Basilicata;0;0;0;2;2;0;0;373;27;401.0;1.0;402;40041;39261.0;254;254.0;0
1791;2020-07-03;Basilicata;0;0;0;4;4;2;2;373;27;401.0;3.0;404;40333;39553.0;292;292.0;0
1792;2020-07-04;Basilicata;0;0;0;4;4;0;0;373;27;401.0;3.0;404;40562;39782.0;229;229.0;0
1793;2020-07-05;Basilicata;0;0;0;4;4;0;0;373;27;400.0;4.0;404;40562;39782.0;0;0.0;0
1794;2020-07-06;Basilicata;0;0;0;4;4;0;0;373;27;400.0;4.0;404;40807;40027.0;245;245.0;0
1795;2020-07-07;Basilicata;0;0;0;4;4;0;0;373;27;400.0;4.0;404;41102;40322.0;295;295.0;0
1796;2020-07-08;Basilicata;1;0;1;4;5;1;1;373;27;401.0;4.0;405;41330;40550.0;228;228.0;0
1797;2020-07-09;Basilicata;2;0;2;3;5;0;0;373;27;401.0;4.0;405;41756;40976.0;426;426.0;0
1798;2020-07-10;Basilicata;3;0;3;2;5;0;0;373;27;401.0;4.0;405;41973;41193.0;217;217.0;0
1799;2020-07-11;Basilicata;3;0;3;2;5;0;1;374;27;401.0;5.0;406;42254;41474.0;281;281.0;0
1800;2020-07-12;Basilicata;3;0;3;2;5;0;0;374;27;401.0;5.0;406;42254;41474.0;0;0.0;0
1801;2020-07-13;Basilicata;3;0;3;2;5;0;0;374;27;401.0;5.0;406;42563;41783.0;309;309.0;0
1802;2020-07-14;Basilicata;3;0;3;2;5;0;0;374;27;401.0;5.0;406;42851;42071.0;288;288.0;0
1803;2020-07-15;Basilicata;3;0;3;2;5;0;0;373;27;402.0;3.0;405;43107;42322.0;256;251.0;0
1804;2020-07-16;Basilicata;3;0;3;2;5;0;0;373;27;402.0;3.0;405;43400;42615.0;293;293.0;0
1805;2020-07-17;Basilicata;3;0;3;2;5;0;0;373;27;402.0;3.0;405;43697;42912.0;297;297.0;0
1806;2020-07-18;Basilicata;3;0;3;2;5;0;0;373;27;402.0;3.0;405;44020;43235.0;323;323.0;0
1807;2020-07-19;Basilicata;2;0;2;5;7;2;3;373;28;402.0;6.0;408;44020;43235.0;0;0.0;1
1808;2020-07-20;Basilicata;2;0;2;5;7;0;0;373;28;402.0;6.0;408;44271;43486.0;251;251.0;0
1809;2020-07-21;Basilicata;2;0;2;5;7;0;0;373;28;402.0;6.0;408;44528;43743.0;257;257.0;0
1810;2020-07-22;Basilicata;2;0;2;41;43;36;36;373;28;402.0;42.0;444;44793;44008.0;265;265.0;0
1811;2020-07-23;Basilicata;2;0;2;44;46;3;3;373;28;402.0;45.0;447;45091;44306.0;298;298.0;0
1812;2020-02-24;Emilia-Romagna;10;2;12;6;18;0;18;0;0;0.0;0.0;18;148;0.0;148;0.0;0
1813;2020-02-25;Emilia-Romagna;15;2;17;9;26;8;8;0;0;0.0;0.0;26;391;0.0;243;0.0;0
1814;2020-02-26;Emilia-Romagna;20;3;23;23;46;20;21;0;1;0.0;0.0;47;577;0.0;186;0.0;1
1815;2020-02-27;Emilia-Romagna;36;6;42;54;96;50;50;0;1;0.0;0.0;97;1033;0.0;456;0.0;0
1816;2020-02-28;Emilia-Romagna;56;6;62;81;143;47;48;0;2;0.0;0.0;145;1277;0.0;244;0.0;1
1817;2020-02-29;Emilia-Romagna;86;11;97;116;213;70;72;0;4;0.0;0.0;217;1550;0.0;273;0.0;2
1818;2020-03-01;Emilia-Romagna;127;13;140;137;277;64;68;0;8;0.0;0.0;285;1795;0.0;245;0.0;4
1819;2020-03-02;Emilia-Romagna;148;16;164;160;324;47;50;0;11;0.0;0.0;335;1973;0.0;178;0.0;3
1820;2020-03-03;Emilia-Romagna;187;24;211;187;398;74;85;4;18;0.0;0.0;420;2012;0.0;39;0.0;7
1821;2020-03-04;Emilia-Romagna;256;26;282;234;516;118;124;6;22;0.0;0.0;544;2500;0.0;488;0.0;4
1822;2020-03-05;Emilia-Romagna;327;32;359;299;658;142;154;10;30;0.0;0.0;698;2884;0.0;384;0.0;8
1823;2020-03-06;Emilia-Romagna;397;53;450;366;816;158;172;17;37;0.0;0.0;870;3136;0.0;252;0.0;7
1824;2020-03-07;Emilia-Romagna;464;64;528;409;937;121;140;25;48;0.0;0.0;1010;3604;0.0;468;0.0;11
1825;2020-03-08;Emilia-Romagna;542;75;617;480;1097;160;170;27;56;0.0;0.0;1180;4344;0.0;740;0.0;8
1826;2020-03-09;Emilia-Romagna;576;90;666;620;1286;189;206;30;70;0.0;0.0;1386;4906;0.0;562;0.0;14
1827;2020-03-10;Emilia-Romagna;669;98;767;650;1417;131;147;31;85;0.0;0.0;1533;5494;0.0;588;0.0;15
1828;2020-03-11;Emilia-Romagna;745;104;849;739;1588;171;206;38;113;0.0;0.0;1739;6640;0.0;1146;0.0;28
1829;2020-03-12;Emilia-Romagna;814;112;926;832;1758;170;208;43;146;0.0;0.0;1947;7600;0.0;960;0.0;33
1830;2020-03-13;Emilia-Romagna;942;128;1070;941;2011;253;316;51;201;0.0;0.0;2263;8787;0.0;1187;0.0;55
1831;2020-03-14;Emilia-Romagna;1076;152;1228;1121;2349;338;381;54;241;0.0;0.0;2644;10043;0.0;1256;0.0;40
1832;2020-03-15;Emilia-Romagna;1215;169;1384;1357;2741;392;449;68;284;0.0;0.0;3093;12054;0.0;2011;0.0;43
1833;2020-03-16;Emilia-Romagna;1362;197;1559;1529;3088;347;429;88;346;0.0;0.0;3522;13096;0.0;1042;0.0;62
1834;2020-03-17;Emilia-Romagna;1566;223;1789;1615;3404;316;409;134;393;0.0;0.0;3931;14510;0.0;1414;0.0;47
1835;2020-03-18;Emilia-Romagna;1784;247;2031;1884;3915;511;594;152;458;0.0;0.0;4525;15461;0.0;951;0.0;65
1836;2020-03-19;Emilia-Romagna;1900;260;2160;2346;4506;591;689;177;531;0.0;0.0;5214;18344;0.0;2883;0.0;73
1837;2020-03-20;Emilia-Romagna;2083;267;2350;2739;5089;583;754;239;640;0.0;0.0;5968;20753;0.0;2409;0.0;109
1838;2020-03-21;Emilia-Romagna;2267;265;2532;3129;5661;572;737;329;715;0.0;0.0;6705;24620;0.0;3867;0.0;75
1839;2020-03-22;Emilia-Romagna;2429;269;2698;3692;6390;729;850;349;816;0.0;0.0;7555;28022;0.0;3402;0.0;101
1840;2020-03-23;Emilia-Romagna;2846;276;3122;4098;7220;830;980;423;892;0.0;0.0;8535;31200;0.0;3178;0.0;76
1841;2020-03-24;Emilia-Romagna;2974;291;3265;4446;7711;491;719;558;985;0.0;0.0;9254;33527;0.0;2327;0.0;93
1842;2020-03-25;Emilia-Romagna;3180;294;3474;4782;8256;545;800;721;1077;0.0;0.0;10054;38045;0.0;4518;0.0;92
1843;2020-03-26;Emilia-Romagna;3354;301;3655;5195;8850;594;762;792;1174;0.0;0.0;10816;42395;0.0;4350;0.0;97
1844;2020-03-27;Emilia-Romagna;3461;308;3769;5592;9361;511;772;960;1267;0.0;0.0;11588;47798;0.0;5403;0.0;93
1845;2020-03-28;Emilia-Romagna;3695;316;4011;5953;9964;603;795;1075;1344;0.0;0.0;12383;52991;0.0;5193;0.0;77
1846;2020-03-29;Emilia-Romagna;3769;333;4102;6433;10535;571;736;1141;1443;0.0;0.0;13119;52991;0.0;0;0.0;99
1847;2020-03-30;Emilia-Romagna;3779;351;4130;6636;10766;231;412;1227;1538;0.0;0.0;13531;50990;0.0;-2001;0.0;95
1848;2020-03-31;Emilia-Romagna;3765;353;4118;6835;10953;187;543;1477;1644;0.0;0.0;14074;54532;0.0;3542;0.0;106
1849;2020-04-01;Emilia-Romagna;3898;359;4257;7232;11489;536;713;1566;1732;0.0;0.0;14787;58457;0.0;3925;0.0;88
1850;2020-04-02;Emilia-Romagna;3944;366;4310;7549;11859;370;546;1663;1811;0.0;0.0;15333;60507;0.0;2050;0.0;79
1851;2020-04-03;Emilia-Romagna;3915;364;4279;7899;12178;319;599;1852;1902;0.0;0.0;15932;63682;0.0;3175;0.0;91
1852;2020-04-04;Emilia-Romagna;3859;358;4217;8306;12523;345;608;2040;1977;0.0;0.0;16540;67075;0.0;3393;0.0;75
1853;2020-04-05;Emilia-Romagna;3839;375;4214;8623;12837;314;549;2201;2051;0.0;0.0;17089;69986;0.0;2911;0.0;74
1854;2020-04-06;Emilia-Romagna;3804;372;4176;8875;13051;214;467;2397;2108;0.0;0.0;17556;72163;0.0;2177;0.0;57
1855;2020-04-07;Emilia-Romagna;3750;366;4116;8932;13048;-3;269;2597;2180;0.0;0.0;17825;75191;0.0;3028;0.0;72
1856;2020-04-08;Emilia-Romagna;3769;361;4130;8980;13110;62;409;2890;2234;0.0;0.0;18234;78367;0.0;3176;0.0;54
1857;2020-04-09;Emilia-Romagna;3722;355;4077;9181;13258;148;443;3103;2316;0.0;0.0;18677;81715;0.0;3348;0.0;82
1858;2020-04-10;Emilia-Romagna;3596;349;3945;9405;13350;92;451;3381;2397;0.0;0.0;19128;85884;0.0;4169;0.0;81
1859;2020-04-11;Emilia-Romagna;3530;341;3871;9624;13495;145;507;3659;2481;0.0;0.0;19635;91759;0.0;5875;0.0;84
1860;2020-04-12;Emilia-Romagna;3491;335;3826;9846;13672;177;463;3862;2564;0.0;0.0;20098;96704;0.0;4945;0.0;83
1861;2020-04-13;Emilia-Romagna;3490;331;3821;9997;13818;146;342;4007;2615;0.0;0.0;20440;99047;0.0;2343;0.0;51
1862;2020-04-14;Emilia-Romagna;3473;328;3801;9977;13778;-40;312;4269;2705;0.0;0.0;20752;101896;0.0;2849;0.0;90
1863;2020-04-15;Emilia-Romagna;3388;325;3713;9864;13577;-201;277;4664;2788;0.0;0.0;21029;106149;0.0;4253;0.0;83
1864;2020-04-16;Emilia-Romagna;3360;316;3676;9987;13663;86;457;4980;2843;0.0;0.0;21486;112105;0.0;5956;0.0;55
1865;2020-04-17;Emilia-Romagna;3330;309;3639;9946;13585;-78;348;5346;2903;0.0;0.0;21834;116826;0.0;4721;0.0;60
1866;2020-04-18;Emilia-Romagna;3234;296;3530;10054;13584;-1;350;5635;2965;0.0;0.0;22184;121220;0.0;4394;0.0;62
1867;2020-04-19;Emilia-Romagna;3166;289;3455;10097;13552;-32;376;5985;3023;0.0;0.0;22560;124916;88776.0;3696;88776.0;58
1868;2020-04-20;Emilia-Romagna;3144;283;3427;10095;13522;-30;307;6266;3079;0.0;0.0;22867;129530;90894.0;4614;2118.0;56
1869;2020-04-21;Emilia-Romagna;3045;282;3327;9917;13244;-278;225;6701;3147;0.0;0.0;23092;134878;93367.0;5348;2473.0;68
1870;2020-04-22;Emilia-Romagna;2964;282;3246;9838;13084;-160;342;7146;3204;0.0;0.0;23434;140874;96824.0;5996;3457.0;57
1871;2020-04-23;Emilia-Romagna;2889;266;3155;9690;12845;-239;289;7609;3269;0.0;0.0;23723;146146;99714.0;5272;2890.0;65
1872;2020-04-24;Emilia-Romagna;2807;264;3071;9438;12509;-336;247;8158;3303;0.0;0.0;23970;151505;102495.0;5359;2781.0;34
1873;2020-04-25;Emilia-Romagna;2718;246;2964;9383;12347;-162;239;8515;3347;0.0;0.0;24209;156883;105628.0;5378;3133.0;44
1874;2020-04-26;Emilia-Romagna;2695;245;2940;9401;12341;-6;241;8723;3386;0.0;0.0;24450;161928;109192.0;5045;3564.0;39
1875;2020-04-27;Emilia-Romagna;2640;247;2887;9338;12225;-116;212;9006;3431;0.0;0.0;24662;164979;111041.0;3051;1849.0;45
1876;2020-04-28;Emilia-Romagna;2574;228;2802;9201;12003;-222;252;9439;3472;0.0;0.0;24914;172589;116624.0;7610;5583.0;41
1877;2020-04-29;Emilia-Romagna;2527;226;2753;9109;11862;-141;263;9803;3512;0.0;0.0;25177;176865;118881.0;4276;2257.0;40
1878;2020-04-30;Emilia-Romagna;2146;206;2352;7211;9563;-2299;259;12322;3551;0.0;0.0;25436;182857;122430.0;5992;3549.0;39
1879;2020-05-01;Emilia-Romagna;2112;197;2309;7175;9484;-79;208;12581;3579;0.0;0.0;25644;188264;125636.0;5407;3206.0;28
1880;2020-05-02;Emilia-Romagna;2033;196;2229;7094;9323;-161;206;12913;3614;0.0;0.0;25850;192135;128005.0;3871;2369.0;35
1881;2020-05-03;Emilia-Romagna;1997;197;2194;6851;9045;-278;166;13329;3642;0.0;0.0;26016;197075;131047.0;4940;3042.0;28
1882;2020-05-04;Emilia-Romagna;1968;199;2167;6817;8984;-61;159;13525;3666;0.0;0.0;26175;200427;133329.0;3352;2282.0;24
1883;2020-05-05;Emilia-Romagna;1917;191;2108;6573;8681;-303;100;13889;3705;0.0;0.0;26275;206166;136310.0;5739;2981.0;39
1884;2020-05-06;Emilia-Romagna;1816;176;1992;6399;8391;-290;104;14251;3737;0.0;0.0;26379;211652;138871.0;5486;2561.0;32
1885;2020-05-07;Emilia-Romagna;1726;173;1899;6112;8011;-380;108;14710;3766;0.0;0.0;26487;217039;141468.0;5387;2597.0;29
1886;2020-05-08;Emilia-Romagna;1680;163;1843;5887;7730;-281;111;15071;3797;0.0;0.0;26598;221866;144009.0;4827;2541.0;31
1887;2020-05-09;Emilia-Romagna;1604;155;1759;5642;7401;-329;121;15491;3827;0.0;0.0;26719;227366;146642.0;5500;2633.0;30
1888;2020-05-10;Emilia-Romagna;1562;150;1712;5479;7191;-210;77;15760;3845;0.0;0.0;26796;231637;149276.0;4271;2634.0;18
1889;2020-05-11;Emilia-Romagna;1537;141;1678;5362;7040;-151;80;15969;3867;0.0;0.0;26876;234619;151040.0;2982;1764.0;22
1890;2020-05-12;Emilia-Romagna;1384;136;1520;5281;6801;-239;53;16243;3885;0.0;0.0;26929;239178;153074.0;4559;2034.0;18
1891;2020-05-13;Emilia-Romagna;1165;123;1288;5214;6502;-299;50;16572;3905;0.0;0.0;26979;243883;155476.0;4705;2402.0;20
1892;2020-05-14;Emilia-Romagna;861;122;983;5318;6301;-201;77;16825;3930;0.0;0.0;27056;248591;158371.0;4708;2895.0;25
1893;2020-05-15;Emilia-Romagna;763;114;877;5124;6001;-300;54;17166;3943;0.0;0.0;27110;253497;160622.0;4906;2251.0;13
1894;2020-05-16;Emilia-Romagna;740;112;852;5000;5852;-149;72;17370;3960;0.0;0.0;27182;258274;163067.0;4777;2445.0;17
1895;2020-05-17;Emilia-Romagna;721;111;832;4824;5656;-196;50;17603;3973;0.0;0.0;27232;261106;163117.0;2832;50.0;13
1896;2020-05-18;Emilia-Romagna;708;105;813;4712;5525;-131;35;17756;3986;0.0;0.0;27267;263888;166240.0;2782;3123.0;13
1897;2020-05-19;Emilia-Romagna;670;99;769;4561;5330;-195;47;17987;3997;0.0;0.0;27314;268200;168367.0;4312;2127.0;11
