;data;denominazione_regione;ricoverati_con_sintomi;terapia_intensiva;totale_ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;dimessi_guariti;deceduti;casi_da_sospetto_diagnostico;casi_da_screening;totale_casi;tamponi;casi_testati;nuovi_tamponi;nuovi_casi_testati;nuovi_deceduti
209;2020-04-22;Campania;523;53;576;2422;2998;52;50;860;327;0.0;0.0;4185;55701;38679.0;2153;1174.0;10
210;2020-04-23;Campania;539;47;586;2392;2978;-20;53;928;332;0.0;0.0;4238;58324;38679.0;2623;0.0;5
211;2020-04-24;Campania;524;44;568;2375;2943;-35;44;1003;336;0.0;0.0;4282;61331;40053.0;3007;1374.0;4
212;2020-04-25;Campania;543;55;598;2337;2935;-8;17;1023;341;0.0;0.0;4299;64521;41399.0;3190;1346.0;5
213;2020-04-26;Campania;536;45;581;2343;2924;-11;32;1062;345;0.0;0.0;4331;67218;42279.0;2697;880.0;4
214;2020-04-27;Campania;541;37;578;2299;2877;-47;18;1120;352;0.0;0.0;4349;68727;42463.0;1509;184.0;7
215;2020-04-28;Campania;544;33;577;2225;2802;-75;31;1220;358;0.0;0.0;4380;70566;42690.0;1839;227.0;6
216;2020-04-29;Campania;518;31;549;2233;2782;-20;30;1269;359;0.0;0.0;4410;73094;43449.0;2528;759.0;1
217;2020-04-30;Campania;484;29;513;2260;2773;-9;13;1291;359;0.0;0.0;4423;76108;44233.0;3014;784.0;0
218;2020-05-01;Campania;478;29;507;2246;2753;-20;21;1332;359;0.0;0.0;4444;79940;44975.0;3832;742.0;0
219;2020-05-02;Campania;470;27;497;2224;2721;-32;15;1376;362;0.0;0.0;4459;83592;45955.0;3652;980.0;3
220;2020-05-03;Campania;455;30;485;2241;2726;5;25;1394;364;0.0;0.0;4484;86498;47027.0;2906;1072.0;2
221;2020-05-04;Campania;438;24;462;2249;2711;-15;14;1421;366;0.0;0.0;4498;90543;48275.0;4045;1248.0;2
222;2020-05-05;Campania;408;25;433;2097;2530;-181;20;1619;369;0.0;0.0;4518;93068;48733.0;2525;458.0;3
223;2020-05-06;Campania;433;25;458;1882;2340;-190;14;1816;376;0.0;0.0;4532;96548;49478.0;3480;745.0;7
224;2020-05-07;Campania;415;27;442;1697;2139;-201;9;2023;379;0.0;0.0;4541;101025;50463.0;4477;985.0;3
225;2020-05-08;Campania;418;28;446;1566;2012;-127;21;2164;386;0.0;0.0;4562;105399;51402.0;4374;939.0;7
226;2020-05-09;Campania;415;26;441;1524;1965;-47;14;2223;388;0.0;0.0;4576;110811;52593.0;5412;1191.0;2
227;2020-05-10;Campania;435;20;455;1460;1915;-50;12;2282;391;0.0;0.0;4588;114819;53475.0;4008;882.0;3
228;2020-05-11;Campania;436;23;459;1450;1909;-6;14;2301;392;0.0;0.0;4602;119042;54822.0;4223;1347.0;1
229;2020-05-12;Campania;414;20;434;1443;1877;-32;13;2345;393;0.0;0.0;4615;121253;55406.0;2211;584.0;1
230;2020-05-13;Campania;402;19;421;1394;1815;-62;15;2421;394;0.0;0.0;4630;124370;56390.0;3117;984.0;1
231;2020-05-14;Campania;387;19;406;1359;1765;-50;9;2480;394;0.0;0.0;4639;127938;57684.0;3568;1294.0;0
232;2020-05-15;Campania;341;17;358;1378;1736;-29;15;2522;396;0.0;0.0;4654;131544;59162.0;3606;1478.0;2
233;2020-05-16;Campania;351;16;367;1343;1710;-26;14;2562;396;0.0;0.0;4668;136261;61574.0;4717;2412.0;0
234;2020-05-17;Campania;342;17;359;1337;1696;-14;16;2592;396;0.0;0.0;4684;139787;63039.0;3526;1465.0;0
235;2020-05-18;Campania;342;17;359;1314;1673;-23;11;2623;399;0.0;0.0;4695;143478;67155.0;3691;4116.0;3
236;2020-05-19;Campania;330;17;347;1171;1518;-155;12;2790;399;0.0;0.0;4707;147225;69264.0;3747;2109.0;0
237;2020-05-20;Campania;318;12;330;1112;1442;-76;7;2871;401;0.0;0.0;4714;150764;71118.0;3539;1854.0;2
238;2020-05-21;Campania;312;9;321;1052;1373;-69;9;2947;403;0.0;0.0;4723;155842;73912.0;5078;2794.0;2
239;2020-05-22;Campania;312;9;321;971;1292;-81;10;3037;404;0.0;0.0;4733;161825;76907.0;5983;2995.0;1
240;2020-05-23;Campania;295;10;305;968;1273;-19;11;3067;404;0.0;0.0;4744;166692;79655.0;4867;2748.0;0
241;2020-05-24;Campania;311;8;319;949;1268;-5;5;3076;405;0.0;0.0;4749;172106;80942.0;5414;1287.0;1
242;2020-05-25;Campania;287;7;294;919;1213;-55;6;3137;405;0.0;0.0;4755;175466;82786.0;3360;1844.0;0
243;2020-05-26;Campania;286;5;291;893;1184;-29;12;3178;405;0.0;0.0;4767;179845;85780.0;4379;2994.0;0
244;2020-05-27;Campania;275;6;281;865;1146;-38;6;3221;406;0.0;0.0;4773;185724;88874.0;5879;3094.0;1
245;2020-05-28;Campania;260;6;266;746;1012;-134;4;3355;410;0.0;0.0;4777;189068;90670.0;3344;1796.0;4
246;2020-05-29;Campania;236;7;243;743;986;-26;10;3390;411;0.0;0.0;4787;193669;93464.0;4601;2794.0;1
247;2020-05-30;Campania;236;7;243;738;981;-5;10;3405;411;0.0;0.0;4797;198033;95903.0;4364;2439.0;0
248;2020-05-31;Campania;227;5;232;748;980;-1;5;3410;412;0.0;0.0;4802;201543;98096.0;3510;2193.0;1
249;2020-06-01;Campania;224;6;230;709;939;-41;4;3454;413;0.0;0.0;4806;203858;99580.0;2315;1484.0;1
250;2020-06-02;Campania;236;7;243;647;890;-49;3;3504;415;0.0;0.0;4809;206834;100269.0;2976;689.0;2
251;2020-06-03;Campania;206;4;210;659;869;-21;12;3537;415;0.0;0.0;4821;208854;101664.0;2020;1395.0;0
252;2020-06-04;Campania;160;5;165;665;830;-39;1;3572;420;0.0;0.0;4822;210001;102305.0;1147;641.0;5
253;2020-06-05;Campania;133;7;140;634;774;-56;0;3623;425;0.0;0.0;4822;212486;104169.0;2485;1864.0;5
254;2020-06-06;Campania;97;7;104;634;738;-36;0;3658;426;0.0;0.0;4822;215404;105814.0;2918;1645.0;1
255;2020-06-07;Campania;86;6;92;633;725;-13;4;3675;426;0.0;0.0;4826;217898;108785.0;2494;2971.0;0
256;2020-06-08;Campania;82;6;88;629;717;-8;2;3685;426;0.0;0.0;4828;219033;109534.0;1135;749.0;0
257;2020-06-09;Campania;73;3;76;599;675;-42;5;3732;426;0.0;0.0;4833;220662;110583.0;1629;1049.0;0
258;2020-06-10;Campania;74;2;76;566;642;-33;1;3764;428;0.0;0.0;4834;223302;112309.0;2640;1726.0;2
259;2020-06-11;Campania;74;2;76;534;610;-32;3;3797;430;0.0;0.0;4837;226823;114073.0;3521;1764.0;2
260;2020-06-12;Campania;61;2;63;283;346;-264;-229;3832;430;0.0;0.0;4608;230551;115842.0;3728;1769.0;0
261;2020-06-13;Campania;67;2;69;268;337;-9;0;3841;430;0.0;0.0;4608;234666;118820.0;4115;2978.0;0
262;2020-06-14;Campania;53;2;55;264;319;-18;1;3860;430;0.0;0.0;4609;240290;121618.0;5624;2798.0;0
263;2020-06-15;Campania;58;2;60;229;289;-30;4;3894;430;0.0;0.0;4613;241380;122291.0;1090;673.0;0
264;2020-06-16;Campania;57;2;59;214;273;-16;0;3910;430;0.0;0.0;4613;242662;123167.0;1282;876.0;0
265;2020-06-17;Campania;48;2;50;208;258;-15;1;3925;431;0.0;0.0;4614;258207;124041.0;15545;874.0;1
266;2020-06-18;Campania;52;6;58;184;242;-16;1;3942;431;0.0;0.0;4615;259655;124683.0;1448;642.0;0
267;2020-06-19;Campania;47;3;50;75;125;-117;0;4059;431;0.0;0.0;4615;261642;125525.0;1987;842.0;0
268;2020-06-20;Campania;48;1;49;76;125;0;0;4059;431;0.0;0.0;4615;263560;126398.0;1918;873.0;0
269;2020-06-21;Campania;41;1;42;84;126;1;2;4060;431;0.0;0.0;4617;265122;127385.0;1562;987.0;0
270;2020-06-22;Campania;40;0;40;93;133;7;7;4060;431;0.0;0.0;4624;266472;127669.0;1350;284.0;0
271;2020-06-23;Campania;47;0;47;94;141;8;10;4062;431;0.0;0.0;4634;267306;128347.0;834;678.0;0
272;2020-06-24;Campania;35;0;35;113;148;7;11;4066;431;0.0;0.0;4645;269477;130025.0;2171;1678.0;0
273;2020-06-25;Campania;47;0;47;117;164;16;17;4067;431;4661.0;1.0;4662;271460;131319.0;1983;1294.0;0
274;2020-06-26;Campania;41;1;42;122;164;0;3;4070;431;4664.0;1.0;4665;272874;131984.0;1414;665.0;0
275;2020-06-27;Campania;45;0;45;118;163;-1;0;4071;431;4664.0;1.0;4665;276025;133632.0;3151;1648.0;0
276;2020-06-28;Campania;39;0;39;124;163;0;0;4071;431;4664.0;1.0;4665;277560;134651.0;1535;1019.0;0
277;2020-06-29;Campania;20;0;20;142;162;-1;1;4073;431;4664.0;2.0;4666;279246;135740.0;1686;1089.0;0
278;2020-06-30;Campania;29;0;29;152;181;19;24;4077;432;4677.0;13.0;4690;282523;138482.0;3277;2742.0;1
279;2020-07-01;Campania;16;0;16;173;189;8;9;4078;432;4678.0;21.0;4699;285388;139678.0;2865;1196.0;0
280;2020-07-02;Campania;15;0;15;175;190;1;3;4080;432;4680.0;22.0;4702;286812;140525.0;1424;847.0;0
281;2020-07-03;Campania;35;0;35;162;197;7;10;4083;432;4682.0;30.0;4712;289253;142219.0;2441;1694.0;0
282;2020-07-04;Campania;37;0;37;161;198;1;2;4084;432;4683.0;31.0;4714;290745;143232.0;1492;1013.0;0
283;2020-07-05;Campania;36;0;36;165;201;3;5;4086;432;4685.0;34.0;4719;292593;144281.0;1848;1049.0;0
284;2020-07-06;Campania;42;0;42;185;227;26;27;4087;432;4690.0;56.0;4746;293368;144742.0;775;461.0;0
285;2020-07-07;Campania;48;0;48;178;226;-1;1;4089;432;4691.0;56.0;4747;294712;145538.0;1344;796.0;0
286;2020-07-08;Campania;36;0;36;192;228;2;3;4090;432;4693.0;57.0;4750;296630;146632.0;1918;1094.0;0
287;2020-07-09;Campania;45;0;45;187;232;4;5;4091;432;4694.0;61.0;4755;298217;147644.0;1587;1012.0;0
288;2020-07-10;Campania;44;0;44;193;237;5;7;4093;432;4701.0;61.0;4762;299725;148627.0;1508;983.0;0
289;2020-07-11;Campania;47;0;47;195;242;5;7;4095;432;4708.0;61.0;4769;301677;149873.0;1952;1246.0;0
290;2020-07-12;Campania;13;0;13;233;246;4;3;4094;432;4711.0;61.0;4772;302889;150757.0;1212;884.0;0
291;2020-07-13;Campania;16;0;16;237;253;7;7;4094;432;4718.0;61.0;4779;303419;151102.0;530;345.0;0
292;2020-07-14;Campania;16;1;17;235;252;-1;0;4095;432;4718.0;61.0;4779;304517;151799.0;1098;697.0;0
293;2020-07-15;Campania;51;1;52;207;259;7;8;4096;432;4724.0;63.0;4787;306363;152896.0;1846;1097.0;0
294;2020-07-16;Campania;23;1;24;238;262;3;4;4097;432;4728.0;63.0;4791;307585;153642.0;1222;746.0;0
295;2020-07-17;Campania;49;1;50;222;272;10;12;4098;433;4739.0;64.0;4803;309290;154665.0;1705;1023.0;1
296;2020-07-18;Campania;44;1;45;242;287;15;15;4098;433;4754.0;64.0;4818;310851;155873.0;1561;1208.0;0
297;2020-07-19;Campania;34;0;34;260;294;7;9;4100;433;4763.0;64.0;4827;312260;156869.0;1409;996.0;0
298;2020-07-20;Campania;32;0;32;264;296;2;6;4104;433;4769.0;64.0;4833;312536;157038.0;276;169.0;0
299;2020-07-21;Campania;33;1;34;263;297;1;6;4108;434;4775.0;64.0;4839;314126;158142.0;1590;1104.0;1
300;2020-07-22;Campania;29;1;30;285;315;18;19;4109;434;4794.0;64.0;4858;316191;159338.0;2065;1196.0;0
301;2020-07-23;Campania;35;1;36;293;329;14;16;4111;434;4810.0;64.0;4874;318303;160605.0;2112;1267.0;0
302;2020-02-24;Valle d'Aosta;0;0;0;0;0;0;0;0;0;0.0;0.0;0;7;0.0;7;0.0;0
303;2020-02-25;Valle d'Aosta;0;0;0;0;0;0;0;0;0;0.0;0.0;0;7;0.0;0;0.0;0
304;2020-02-26;Valle d'Aosta;0;0;0;0;0;0;0;0;0;0.0;0.0;0;7;0.0;0;0.0;0
305;2020-02-27;Valle d'Aosta;0;0;0;0;0;0;0;0;0;0.0;0.0;0;9;0.0;2;0.0;0
306;2020-02-28;Valle d'Aosta;0;0;0;0;0;0;0;0;0;0.0;0.0;0;9;0.0;0;0.0;0
307;2020-02-29;Valle d'Aosta;0;0;0;0;0;0;0;0;0;0.0;0.0;0;9;0.0;0;0.0;0
308;2020-03-01;Valle d'Aosta;0;0;0;0;0;0;0;0;0;0.0;0.0;0;10;0.0;1;0.0;0
309;2020-03-02;Valle d'Aosta;0;0;0;0;0;0;0;0;0;0.0;0.0;0;11;0.0;1;0.0;0
310;2020-03-03;Valle d'Aosta;0;0;0;0;0;0;0;0;0;0.0;0.0;0;12;0.0;1;0.0;0
311;2020-03-04;Valle d'Aosta;0;0;0;0;0;0;0;0;0;0.0;0.0;0;15;0.0;3;0.0;0
312;2020-03-05;Valle d'Aosta;0;0;0;2;2;2;2;0;0;0.0;0.0;2;21;0.0;6;0.0;0
313;2020-03-06;Valle d'Aosta;0;0;0;7;7;5;5;0;0;0.0;0.0;7;28;0.0;7;0.0;0
314;2020-03-07;Valle d'Aosta;1;0;1;7;8;1;1;0;0;0.0;0.0;8;32;0.0;4;0.0;0
315;2020-03-08;Valle d'Aosta;1;0;1;8;9;1;1;0;0;0.0;0.0;9;41;0.0;9;0.0;0
316;2020-03-09;Valle d'Aosta;4;0;4;11;15;6;6;0;0;0.0;0.0;15;67;0.0;26;0.0;0
317;2020-03-10;Valle d'Aosta;2;0;2;15;17;2;2;0;0;0.0;0.0;17;89;0.0;22;0.0;0
318;2020-03-11;Valle d'Aosta;2;0;2;17;19;2;3;0;1;0.0;0.0;20;99;0.0;10;0.0;1
319;2020-03-12;Valle d'Aosta;7;0;7;19;26;7;7;0;1;0.0;0.0;27;118;0.0;19;0.0;0
320;2020-03-13;Valle d'Aosta;6;0;6;21;27;1;1;0;1;0.0;0.0;28;189;0.0;71;0.0;0
321;2020-03-14;Valle d'Aosta;12;0;12;29;41;14;14;0;1;0.0;0.0;42;231;0.0;42;0.0;0
322;2020-03-15;Valle d'Aosta;10;3;13;43;56;15;15;0;1;0.0;0.0;57;230;0.0;-1;0.0;0
323;2020-03-16;Valle d'Aosta;28;5;33;70;103;47;48;0;2;0.0;0.0;105;287;0.0;57;0.0;1
324;2020-03-17;Valle d'Aosta;35;6;41;93;134;31;31;0;2;0.0;0.0;136;398;0.0;111;0.0;0
325;2020-03-18;Valle d'Aosta;41;3;44;118;162;28;29;0;3;0.0;0.0;165;486;0.0;88;0.0;1
326;2020-03-19;Valle d'Aosta;47;9;56;153;209;47;50;0;6;0.0;0.0;215;608;0.0;122;0.0;3
327;2020-03-20;Valle d'Aosta;54;9;63;194;257;48;49;0;7;0.0;0.0;264;814;0.0;206;0.0;1
328;2020-03-21;Valle d'Aosta;62;15;77;227;304;47;49;1;8;0.0;0.0;313;884;0.0;70;0.0;1
329;2020-03-22;Valle d'Aosta;63;21;84;270;354;50;51;1;9;0.0;0.0;364;950;0.0;66;0.0;1
330;2020-03-23;Valle d'Aosta;69;20;89;290;379;25;29;2;12;0.0;0.0;393;1098;0.0;148;0.0;3
331;2020-03-24;Valle d'Aosta;71;20;91;288;379;0;7;2;19;0.0;0.0;400;1180;0.0;82;0.0;7
332;2020-03-25;Valle d'Aosta;70;25;95;280;375;-4;1;2;24;0.0;0.0;401;1200;0.0;20;0.0;5
333;2020-03-26;Valle d'Aosta;73;24;97;281;378;3;7;2;28;0.0;0.0;408;1203;0.0;3;0.0;4
334;2020-03-27;Valle d'Aosta;91;24;115;298;413;35;44;2;37;0.0;0.0;452;1252;0.0;49;0.0;9
335;2020-03-28;Valle d'Aosta;90;26;116;352;468;55;59;2;41;0.0;0.0;511;1380;0.0;128;0.0;4
336;2020-03-29;Valle d'Aosta;90;26;116;423;539;71;73;2;43;0.0;0.0;584;1480;0.0;100;0.0;2
337;2020-03-30;Valle d'Aosta;92;26;118;400;518;-21;0;16;50;0.0;0.0;584;1536;0.0;56;0.0;7
338;2020-03-31;Valle d'Aosta;91;26;117;435;552;34;44;20;56;0.0;0.0;628;1582;0.0;46;0.0;6
339;2020-04-01;Valle d'Aosta;85;27;112;428;540;-12;3;32;59;0.0;0.0;631;1717;0.0;135;0.0;3
340;2020-04-02;Valle d'Aosta;85;25;110;446;556;16;37;49;63;0.0;0.0;668;1934;0.0;217;0.0;4
341;2020-04-03;Valle d'Aosta;85;25;110;450;560;4;51;89;70;0.0;0.0;719;2106;0.0;172;0.0;7
342;2020-04-04;Valle d'Aosta;63;23;86;474;560;0;29;106;82;0.0;0.0;748;2274;0.0;168;0.0;12
343;2020-04-05;Valle d'Aosta;96;23;119;457;576;16;34;115;91;0.0;0.0;782;2390;0.0;116;0.0;9
344;2020-04-06;Valle d'Aosta;109;21;130;437;567;-9;23;142;96;0.0;0.0;805;2590;0.0;200;0.0;5
345;2020-04-07;Valle d'Aosta;118;17;135;458;593;26;30;142;100;0.0;0.0;835;2754;0.0;164;0.0;4
346;2020-04-08;Valle d'Aosta;120;20;140;466;606;13;15;142;102;0.0;0.0;850;2953;0.0;199;0.0;2
347;2020-04-09;Valle d'Aosta;118;18;136;473;609;3;18;154;105;0.0;0.0;868;3142;0.0;189;0.0;3
348;2020-04-10;Valle d'Aosta;131;16;147;455;602;-7;11;170;107;0.0;0.0;879;3328;0.0;186;0.0;2
349;2020-04-11;Valle d'Aosta;118;17;135;455;590;-12;23;205;107;0.0;0.0;902;3464;0.0;136;0.0;0
350;2020-04-12;Valle d'Aosta;109;16;125;463;588;-2;19;221;112;0.0;0.0;921;3510;0.0;46;0.0;5
351;2020-04-13;Valle d'Aosta;109;15;124;458;582;-6;6;230;115;0.0;0.0;927;3614;0.0;104;0.0;3
352;2020-04-14;Valle d'Aosta;112;14;126;433;559;-23;20;270;118;0.0;0.0;947;3726;0.0;112;0.0;3
353;2020-04-15;Valle d'Aosta;112;11;123;425;548;-11;11;289;121;0.0;0.0;958;3894;0.0;168;0.0;3
354;2020-04-16;Valle d'Aosta;105;12;117;401;518;-30;13;331;122;0.0;0.0;971;4159;0.0;265;0.0;1
355;2020-04-17;Valle d'Aosta;108;9;117;374;491;-27;22;379;123;0.0;0.0;993;4366;0.0;207;0.0;1
356;2020-04-18;Valle d'Aosta;107;10;117;432;549;58;80;400;124;0.0;0.0;1073;4521;0.0;155;0.0;1
357;2020-04-19;Valle d'Aosta;102;10;112;450;562;13;15;401;125;0.0;0.0;1088;4677;3802.0;156;3802.0;1
358;2020-04-20;Valle d'Aosta;102;8;110;438;548;-14;0;413;127;0.0;0.0;1088;4799;3910.0;122;108.0;2
359;2020-04-21;Valle d'Aosta;99;8;107;415;522;-26;5;445;126;0.0;0.0;1093;4911;3969.0;112;59.0;-1
360;2020-04-22;Valle d'Aosta;92;8;100;401;501;-21;2;467;127;0.0;0.0;1095;5024;4011.0;113;42.0;1
361;2020-04-23;Valle d'Aosta;91;9;100;363;463;-38;1;506;127;0.0;0.0;1096;5227;4133.0;203;122.0;0
362;2020-04-24;Valle d'Aosta;88;7;95;259;354;-109;4;617;129;0.0;0.0;1100;5262;4454.0;35;321.0;2
363;2020-04-25;Valle d'Aosta;83;6;89;224;313;-41;0;657;130;0.0;0.0;1100;5966;4694.0;704;240.0;1
364;2020-04-26;Valle d'Aosta;82;7;89;165;254;-59;6;721;131;0.0;0.0;1106;6135;4624.0;169;-70.0;1
365;2020-04-27;Valle d'Aosta;86;7;93;142;235;-19;5;743;133;0.0;0.0;1111;6551;4873.0;416;249.0;2
366;2020-04-28;Valle d'Aosta;81;5;86;123;209;-26;8;775;135;0.0;0.0;1119;6897;5069.0;346;196.0;2
367;2020-04-29;Valle d'Aosta;78;5;83;52;135;-74;5;852;137;0.0;0.0;1124;7181;5337.0;284;268.0;2
368;2020-04-30;Valle d'Aosta;76;4;80;9;89;-46;4;902;137;0.0;0.0;1128;7631;5647.0;450;310.0;0
369;2020-05-01;Valle d'Aosta;72;3;75;17;92;3;5;904;137;0.0;0.0;1133;7769;5818.0;138;171.0;0
370;2020-05-02;Valle d'Aosta;70;3;73;25;98;6;3;901;137;0.0;0.0;1136;7951;5931.0;182;113.0;0
371;2020-05-03;Valle d'Aosta;74;2;76;33;109;11;6;895;138;0.0;0.0;1142;8100;6046.0;149;115.0;1
372;2020-05-04;Valle d'Aosta;74;2;76;34;110;1;1;894;139;0.0;0.0;1143;8271;6200.0;171;154.0;1
373;2020-05-05;Valle d'Aosta;56;3;59;51;110;0;0;894;139;0.0;0.0;1143;8484;6342.0;213;142.0;0
374;2020-05-06;Valle d'Aosta;50;3;53;74;127;17;3;880;139;0.0;0.0;1146;8640;6461.0;156;119.0;0
375;2020-05-07;Valle d'Aosta;49;2;51;79;130;3;4;881;139;0.0;0.0;1150;8939;6702.0;299;241.0;0
376;2020-05-08;Valle d'Aosta;45;2;47;76;123;-7;1;889;139;0.0;0.0;1151;9280;6999.0;341;297.0;0
377;2020-05-09;Valle d'Aosta;45;3;48;70;118;-5;1;895;139;0.0;0.0;1152;9443;7130.0;163;131.0;0
378;2020-05-10;Valle d'Aosta;46;2;48;65;113;-5;5;905;139;0.0;0.0;1157;9833;7467.0;390;337.0;0
379;2020-05-11;Valle d'Aosta;44;1;45;62;107;-6;1;912;139;0.0;0.0;1158;10063;7651.0;230;184.0;0
380;2020-05-12;Valle d'Aosta;45;0;45;59;104;-3;2;916;140;0.0;0.0;1160;10415;7956.0;352;305.0;1
381;2020-05-13;Valle d'Aosta;38;0;38;55;93;-11;3;929;141;0.0;0.0;1163;10777;8254.0;362;298.0;1
382;2020-05-14;Valle d'Aosta;38;0;38;42;80;-13;3;945;141;0.0;0.0;1166;11100;8537.0;323;283.0;0
383;2020-05-15;Valle d'Aosta;37;0;37;40;77;-3;6;953;142;0.0;0.0;1172;11413;8814.0;313;277.0;1
384;2020-05-16;Valle d'Aosta;33;0;33;42;75;-2;1;956;142;0.0;0.0;1173;11835;9181.0;422;367.0;0
385;2020-05-17;Valle d'Aosta;31;0;31;37;68;-7;0;962;143;0.0;0.0;1173;12169;9469.0;334;288.0;1
386;2020-05-18;Valle d'Aosta;30;0;30;30;60;-8;1;971;143;0.0;0.0;1174;12327;9595.0;158;126.0;0
387;2020-05-19;Valle d'Aosta;26;1;27;22;49;-11;1;983;143;0.0;0.0;1175;12663;9862.0;336;267.0;0
388;2020-05-20;Valle d'Aosta;25;1;26;20;46;-3;0;986;143;0.0;0.0;1175;12920;10079.0;257;217.0;0
389;2020-05-21;Valle d'Aosta;26;1;27;16;43;-3;1;990;143;0.0;0.0;1176;13261;10380.0;341;301.0;0
390;2020-05-22;Valle d'Aosta;22;2;24;19;43;0;1;991;143;0.0;0.0;1177;13531;10607.0;270;227.0;0
391;2020-05-23;Valle d'Aosta;23;2;25;10;35;-8;0;999;143;0.0;0.0;1177;13828;10858.0;297;251.0;0
392;2020-05-24;Valle d'Aosta;23;1;24;8;32;-3;1;1003;143;0.0;0.0;1178;14079;11035.0;251;177.0;0
393;2020-05-25;Valle d'Aosta;19;1;20;13;33;1;1;1003;143;0.0;0.0;1179;14175;11123.0;96;88.0;0
394;2020-05-26;Valle d'Aosta;17;1;18;13;31;-2;2;1007;143;0.0;0.0;1181;14262;11190.0;87;67.0;0
395;2020-05-27;Valle d'Aosta;17;1;18;9;27;-4;0;1011;143;0.0;0.0;1181;14459;11322.0;197;132.0;0
396;2020-05-28;Valle d'Aosta;16;0;16;7;23;-4;1;1016;143;0.0;0.0;1182;14653;11487.0;194;165.0;0
397;2020-05-29;Valle d'Aosta;12;0;12;7;19;-4;0;1020;143;0.0;0.0;1182;14759;11572.0;106;85.0;0
398;2020-05-30;Valle d'Aosta;13;0;13;4;17;-2;1;1023;143;0.0;0.0;1183;14972;11741.0;213;169.0;0
399;2020-05-31;Valle d'Aosta;12;0;12;3;15;-2;1;1026;143;0.0;0.0;1184;15203;11926.0;231;185.0;0
400;2020-06-01;Valle d'Aosta;11;0;11;6;17;2;3;1027;143;0.0;0.0;1187;15230;11950.0;27;24.0;0
401;2020-06-02;Valle d'Aosta;10;0;10;3;13;-4;0;1031;143;0.0;0.0;1187;15327;12027.0;97;77.0;0
402;2020-06-03;Valle d'Aosta;9;0;9;4;13;0;0;1031;143;0.0;0.0;1187;15413;12084.0;86;57.0;0
403;2020-06-04;Valle d'Aosta;9;0;9;1;10;-3;0;1034;143;0.0;0.0;1187;15512;12156.0;99;72.0;0
404;2020-06-05;Valle d'Aosta;9;0;9;1;10;0;0;1034;143;0.0;0.0;1187;15587;12200.0;75;44.0;0
405;2020-06-06;Valle d'Aosta;7;0;7;5;12;2;2;1033;144;0.0;0.0;1189;15730;12289.0;143;89.0;1
406;2020-06-07;Valle d'Aosta;6;0;6;3;9;-3;2;1038;144;0.0;0.0;1191;15905;12335.0;175;46.0;0
407;2020-06-08;Valle d'Aosta;7;0;7;1;8;-1;0;1039;144;0.0;0.0;1191;15910;12385.0;5;50.0;0
408;2020-06-09;Valle d'Aosta;7;0;7;1;8;0;0;1039;144;0.0;0.0;1191;16040;12436.0;130;51.0;0
409;2020-06-10;Valle d'Aosta;3;0;3;3;6;-2;0;1041;144;0.0;0.0;1191;16141;12502.0;101;66.0;0
410;2020-06-11;Valle d'Aosta;6;0;6;0;6;0;0;1041;144;0.0;0.0;1191;16268;12606.0;127;104.0;0
411;2020-06-12;Valle d'Aosta;6;0;6;3;9;3;0;1038;144;0.0;0.0;1191;16374;12671.0;106;65.0;0
412;2020-06-13;Valle d'Aosta;7;0;7;0;7;-2;0;1040;144;0.0;0.0;1191;16476;12736.0;102;65.0;0
413;2020-06-14;Valle d'Aosta;7;0;7;0;7;0;0;1040;144;0.0;0.0;1191;16597;12806.0;121;70.0;0
414;2020-06-15;Valle d'Aosta;7;0;7;5;12;5;0;1035;144;0.0;0.0;1191;16650;12829.0;53;23.0;0
415;2020-06-16;Valle d'Aosta;6;0;6;4;10;-2;0;1037;144;0.0;0.0;1191;16764;12907.0;114;78.0;0
416;2020-06-17;Valle d'Aosta;5;0;5;3;8;-2;0;1039;144;0.0;0.0;1191;16918;12996.0;154;89.0;0
417;2020-06-18;Valle d'Aosta;5;0;5;1;6;-2;0;1040;145;0.0;0.0;1191;17057;13097.0;139;101.0;1
418;2020-06-19;Valle d'Aosta;4;0;4;0;4;-2;0;1041;146;0.0;0.0;1191;17183;13182.0;126;85.0;1
419;2020-06-20;Valle d'Aosta;4;0;4;2;6;2;2;1041;146;0.0;0.0;1193;17297;13234.0;114;52.0;0
420;2020-06-21;Valle d'Aosta;4;0;4;1;5;-1;0;1042;146;0.0;0.0;1193;17392;13294.0;95;60.0;0
421;2020-06-22;Valle d'Aosta;4;0;4;1;5;0;0;1042;146;0.0;0.0;1193;18239;13294.0;847;0.0;0
422;2020-06-23;Valle d'Aosta;3;0;3;2;5;0;0;1042;146;0.0;0.0;1193;17589;13474.0;-650;180.0;0
423;2020-06-24;Valle d'Aosta;3;0;3;3;6;1;1;1042;146;0.0;0.0;1194;17700;13497.0;111;23.0;0
424;2020-06-25;Valle d'Aosta;2;0;2;3;5;-1;0;1043;146;1084.0;110.0;1194;17848;13560.0;148;63.0;0
425;2020-06-26;Valle d'Aosta;2;0;2;2;4;-1;0;1044;146;1083.0;111.0;1194;17941;13610.0;93;50.0;0
426;2020-06-27;Valle d'Aosta;2;0;2;2;4;0;0;1044;146;1083.0;111.0;1194;17988;13635.0;47;25.0;0
427;2020-06-28;Valle d'Aosta;3;0;3;1;4;0;0;1044;146;1083.0;111.0;1194;18062;13681.0;74;46.0;0
