author,content,date,tags,title,url,website-domain
 Vivere Marche,"

Nel pomeriggio di lunedì 16 marzo personale del Commissariato di Polizia di Civitanova Marche ha rintracciato e catturato un uomo di 58 anni, residente a Civitanova Marche, colpevole di aver aggredito e minacciato una donna all'interno della... Articolo completo »   Commenti »
 Marche Civitanova Marche Polizia

",2020-03-17,"['Marche', 'Civitanova Marche', 'Polizia']","Civitanova: Minaccia e aggredisce una donna nel suo negozio, 58enne ai domiciliari",https://www.viveremarche.it/2020/03/18/civitanova-minaccia-e-aggredisce-una-donna-nel-suo-negozio-58enne-ai-domiciliari/775402,www.viveremarche.it
 Vivere Marche,"



Continuano i controlli della Polizia Locale del Comune di Tolentino che in questi giorni sul territorio
di competenza sono particolarmente impegnati per controllare, anche nelle ore notturne, quanti
non rispettano le disposizioni del decreto della... Articolo completo »   Commenti »
 Marche Macerata Tolentino Polizia Decreti

",2020-03-17,"['Marche', 'Macerata', 'Tolentino', 'Polizia', 'Decreti']","Macerata: Tolentino: pranzi con amici, acquisto di cibo per gatti, Coronavirus, nuove denunce per...",https://www.viveremarche.it/2020/03/18/macerata-tolentino-pranzi-con-amici-acquisto-di-cibo-per-gatti-coronavirus-nuove-denunce-per-spostamenti-non-consentiti/775406,www.viveremarche.it
 Vivere Marche,"



Continua la 'caccia' ai passeggiatori che si trovano in strada senza reali motivazioni. Sono stati 1.140 i controlli effettuati nella provincia di Pesaro e Urbino nella giornata di lunedì 16 marzo. Le violazioni registrate sono state 30, con... Articolo completo »   Commenti »
 Marche Fano Pesaro Urbino

",2020-03-17,"['Marche', 'Fano', 'Pesaro', 'Urbino']",Fano: Coronavirus: denunciati altri 30 passeggiatori. In totale sono già 109 in provincia,https://www.viveremarche.it/2020/03/18/fano-coronavirus-denunciati-altri-30-passeggiatori-in-totale-sono-gi-109-in-provincia/775392,www.viveremarche.it
 Vivere Marche,"



Era ricercato da cinque anni, 47enne nigeriano arrestato dalla Polizia ferroviaria alla stazione di Falconara Marittima Articolo completo »   Commenti »
 Marche Falconara Marittima Latitanti Arresti Polizia Polizia Ferroviaria

",2020-03-17,"['Marche', 'Falconara Marittima', 'Latitanti', 'Arresti', 'Polizia', 'Polizia Ferroviaria']","Falconara: latitante da anni, usa i documenti di un altro ricercato. Arrestato in stazione",https://www.viveremarche.it/2020/03/18/falconara-latitante-da-anni-usa-i-documenti-di-un-altro-ricercato-arrestato-in-stazione/775464,www.viveremarche.it
 Vivere Marche,"



Nei scorsi giorni gli agenti del Commissariato di Polizia di Senigallia, coordinati dal vice questore aggiunto Agostino Licari, a seguito di articolate indagini e ricostruzioni, hanno denunciato un soggetto risultato aver truffato un uomo di... Articolo completo »   Commenti »
 Truffe Polizia Marche Senigallia Inchieste-investigazioni-indagini

",2020-03-17,"['Truffe', 'Polizia', 'Marche', 'Senigallia', 'Inchieste-investigazioni-indagini']",Cerca un prestito di 20000 euro ma viene truffato: la Polizia denuncia un campano,https://www.viveremarche.it/2020/03/18/cerca-un-prestito-di-20000-euro-ma-viene-truffato-la-polizia-denuncia-un-campano/775489,www.viveremarche.it
 Secolo d'Italia,"



Il coronavirus spezza in due l'Italia. Quella ""nuova"" è formata dalla Lombardia più 14 province, Modena, Parma, Piacenza, Reggio Emilia, Rimini, Pesaro e Urbino, Alessandria, Asti, Novara, Verbano-Cusio-Ossola, Vercelli, Padova, Treviso e Venezia. È... Articolo completo »   Commenti »
 Lombardia Emilia-Romagna Modena Parma Piacenza Reggio Emilia Rimini Marche Pesaro Urbino

",2020-03-17,"['Lombardia', 'Emilia-Romagna', 'Modena', 'Parma', 'Piacenza', 'Reggio Emilia', 'Rimini', 'Marche', 'Pesaro', 'Urbino']","Coronavirus, nuovo giro di vite per arginare il contagio: manette a chi viola i divieti",https://www.secoloditalia.it/2020/03/coronavirus-nuovo-giro-di-vite-per-arginare-il-contagio-manette-a-chi-viola-i-divieti/,www.secoloditalia.it
 Corriere Adriatico,"



PESARO - Inosservanza al decreto Coronavirus, la Guardia di Finanza di Pesaro ha denunciato 8 persone, in particolare una famigliola che aspettava alla stazione di Fano una parente proveniente dalla... Articolo completo »   Commenti »
 Lombardia Decreti Marche Pesaro Guardia di Finanza Fano

",2020-03-17,"['Lombardia', 'Decreti', 'Marche', 'Pesaro', 'Guardia di Finanza', 'Fano']",In tre aspettano alla stazione la mamma di lei che arriva dalla Lombardia: tutti denunciati per il...,https://www.corriereadriatico.it/pesaro/coronavirus_ultime_notizie_marche_fano_tre_aspettano_mamma_lei_stazione_lombardia_denunciati_decreto_covid_19-5116588.html,www.corriereadriatico.it
 Corriere Adriatico,"



TOLENTINO - Controlli Covid-19, 30 persone denunciate, da chi percorre 40 chilometri per comprare il cibo per gatti a chi raggiunge Tolentino per fare prelievi al bancomat senza... Articolo completo »   Commenti »
 Marche Tolentino Bancomat

",2020-03-17,"['Marche', 'Tolentino', 'Bancomat']",Divieti Coronavirus: trenta denunciati in poche ore. C'è chi ha fatto 40 km per comprare cibo per...,https://www.corriereadriatico.it/macerata/coronavirus_ultime_notizie_marche_tolentino_trenta_denunciati_poche_ore_40_km_comprare_cibo_gatti-5116862.html,www.corriereadriatico.it
 Huffington Post,"

""Tutti infetti, nessuno ci aiuta"": è emergenza coronavirus in una casa di riposo di Cingoli, in provincia di Macerata. Nella struttura marchigiana, su 40 ospiti ci sono 36 contagiati e si contano già due morti. Intanto, denuncia il sindaco della... Articolo completo »   Commenti »
 Marche Cingoli Macerata

",2020-03-18,"['Marche', 'Cingoli', 'Macerata']","Emergenza nella casa di riposo nelle Marche: ""36 infetti su 40 ospiti, 2 morti, nessun aiuto""",https://www.huffingtonpost.it/entry/emergenza-nella-casa-di-riposo-nelle-marche-36-infetti-su-40-ospiti-nessuno-ci-aiuta_it_5e71ec2ac5b6eab7793f178e,www.huffingtonpost.it
 Vivere Marche,"



Vendita di generi alimentari e prima necessità sono a rischio per assenza di mascherine. Lo denuncia la CNA di Pesaro e Urbino che questa mattina ha inviato due sollecitazioni urgenti; una alla Giunta regionale delle Marche, l'altra alla Protezione... Articolo completo »   Commenti »
 Marche Pesaro Urbino Protezione Civile

",2020-03-18,"['Marche', 'Pesaro', 'Urbino', 'Protezione Civile']","Pesaro: Supermercati e alimentari a rischio chiusura, mancano mascherine",https://www.viveremarche.it/2020/03/19/pesaro-supermercati-e-alimentari-a-rischio-chiusura-mancano-mascherine/775614,www.viveremarche.it
 Vivere Marche,"



E' imponente il dispositivo messo in campo dal Comando Provinciale della Guardia di
Finanza di Ascoli Piceno in queste fasi di emergenza sanitaria, coinvolto, infatti, al pari di
tutte le altre Forze di Polizia, in quelle attività di prevenzione e... Articolo completo »   Commenti »
 Marche Guardia di Finanza Ascoli Piceno Polizia

",2020-03-18,"['Marche', 'Guardia di Finanza', 'Ascoli Piceno', 'Polizia']","San Benedetto: Prezzi di gel igienizzanti e mascherine maggiorato fino al 4000%, una denuncia",https://www.viveremarche.it/2020/03/19/san-benedetto-prezzi-di-gel-igienizzanti-e-mascherine-maggiorato-fino-al-4000-una-denuncia/775632,www.viveremarche.it
 TM notizie,"



ASCOLI PICENO - E' imponente il dispositivo messo in campo dal Comando Provinciale della Guardia di Finanza di Ascoli Piceno in queste fasi di emergenza sanitaria, coinvolto, infatti, al pari di tutte le altre Forze di Polizia, in quelle attività di... Articolo completo »   Commenti »
 Guardia di Finanza Marche Ascoli Piceno Polizia

",2020-03-18,"['Guardia di Finanza', 'Marche', 'Ascoli Piceno', 'Polizia']",Coronavirus / Controlli della Guardia di Finanza di Ascoli Piceno sulle speculazioni commerciali e...,https://www.tmnotizie.com/coronavirus-controlli-della-guardia-di-finanza-di-ascoli-piceno-sulle-speculazioni-commerciali-e-linosservanza-degli-obblighi-di-permanenza-nel-proprio-domicilio/,www.tmnotizie.com
 La Nuova Riviera,"



E' accaduto nella notte. Si tratta di un sessantasettenne Articolo completo »   Commenti »
 Marche Grottammare

",2020-03-18,"['Marche', 'Grottammare']","Grottammare, la Finanza lo ferma per un controllo e lui sbotta: Voi non potete farmi niente....",https://www.lanuovariviera.it/category/cronaca/grottammare-la-finanza-lo-ferma-per-un-controllo-e-lui-sbotta-voi-non-potete-farmi-niente-denunciato/,www.lanuovariviera.it
 Marche Notizie,"

Nei giorni scorsi la Polizia Ferroviaria di stanza presso lo scalo di Falconara Marittima ha tratto in arresto un cittadino nigeriano di 47 anni, sul quale gravava da anni una condanna per spaccio di stupefacenti. 
L'individuo in questione,... Articolo completo »   Commenti »
 Latitanti Polizia Ferroviaria Marche Falconara Marittima Polizia

",2020-03-18,"['Latitanti', 'Polizia Ferroviaria', 'Marche', 'Falconara Marittima', 'Polizia']",Latitante di 47 anni tratto in arresto nella stazione ferroviaria di Falconara,https://www.anconanotizie.it/49673/latitante-di-47-anni-tratto-in-arresto-nella-stazione-ferroviaria-di-falconara,www.anconanotizie.it
 Corriere Adriatico,"



ANCONA - Emergenza Coronavirus nelle Marche: al via da domani un servizio automatico di sorveglianza delle persone in quarantena.
LEGGI ANCHE:
Pesaro, controlli anche con i soldati: denunciati... Articolo completo »   Commenti »
 Marche Ancona Pesaro

",2020-03-18,"['Marche', 'Ancona', 'Pesaro']",Nelle Marche squillano i telefoni: partono i controlli automatici alle persone in quarantena,https://www.corriereadriatico.it/marche/coronavirus_ultime_notizie_marche_partono_controlli_automatici_telefono_quarantena-5118911.html,www.corriereadriatico.it
 La Nuova Riviera,"



L'incidente Articolo completo »   Commenti »
 Marche Grottammare Incidenti Stradali

",2020-03-19,"['Marche', 'Grottammare', 'Incidenti Stradali']","Grottammare, camion si schianta e si rovescia allaltezza dello svincolo. Tratto chiuso e...",https://www.lanuovariviera.it/category/cronaca/grottammare-camion-si-schianta-e-si-rovescia-allaltezza-dello-svincolo-bovini/,www.lanuovariviera.it
 Vivere Marche,"



A Trecastelli sono state denunciate tre persone per essersi spostate da casa senza motivazione valida mentre ad Ostra, sono stati denunciati due ragazzi ventenni per non aver rispettato l'ordine impartito dalla Polizia Locale di restare a debita... Articolo completo »   Commenti »
 Marche Senigallia Polizia

",2020-03-19,"['Marche', 'Senigallia', 'Polizia']","Senigallia: Trecastelli: fuori casa senza giustificato motivo, 3 denunce",https://www.viveremarche.it/2020/03/20/senigallia-trecastelli-fuori-casa-senza-giustificato-motivo-3-denunce/775901,www.viveremarche.it
 Meteo Web,"

E' morta a Pesaro quella che sarebbe la persona piu' giovane deceduta per patologie correlate al Coronavirus: si tratta di una ragazza di 27 anni, del luogo, che era affetta da gravi patologie pregresse. Figura nell'elenco dei 22 deceduti di oggi... Articolo completo »   Commenti »
 Marche Pesaro

",2020-03-19,"['Marche', 'Pesaro']","Coronavirus: morta 27ennne, è la vittima più giovane in Italia. Aveva gravi patologie",http://www.meteoweb.eu/2020/03/coronavirus-morta-27enne-vittima-piu-giovane-italia/1407104/,www.meteoweb.eu
 Fanpage,"

Una ragazza di 27 anni di Pesaro, nelle Marche, è morta quest'oggi a causa dell'infezione da Coronavirus. Si tratta della vittima più giovane in Italia causata dal Covid-19. La ragazza soffriva di patologie pregresse: dopo la comparsa del virus le... Articolo completo »   Commenti »
 Coronavirus Marche Pesaro Infezioni

",2020-03-19,"['Coronavirus', 'Marche', 'Pesaro', 'Infezioni']","Coronavirus, morta a Pesaro ragazza 27enne con gravi patologie: è la vittima più giovane in Italia",https://www.fanpage.it/attualita/coronavirus-morta-a-pesaro-ragazza-27enne-con-gravi-patologie-e-la-vittima-piu-giovane-in-italia/,www.fanpage.it
 Notizie Audaci,"



Una scossa di terremoto è stata registrata in provincia di Macerata dall'Istituto Nazionale di Geofisica e Vulcanologia oggi 20 marzo alle 5:49 del 20 marzo. La scossa di magnitudo 3.3 è stata localizzata a cinque chilometri da Monte Cavallo, a sei... Articolo completo »   Commenti »
 Terremoti Terremoto A Macerata Marche Macerata Istituto Nazionale Di Geofisica E Vulcanologia

",2020-03-20,"['Terremoti', 'Terremoto A Macerata', 'Marche', 'Macerata', 'Istituto Nazionale Di Geofisica E Vulcanologia']","Terremoto oggi Macerata, allalba scossa di magnitudo 3.3 con epicentro Monte Cavallo",https://www.notizieaudaci.it/notizie-attualita/terremoto-oggi-macerata/19413.html,www.notizieaudaci.it
 Meteo Web,"

jQuery(document).ready(function() {
jQuery('#contMW .slideshow-window, #contMW .gallery').remove();
});
Un terremoto magnitudo ML 3.3 si è verificato a 5 km est da Monte Cavallo (Macerata) alle 05:49:43, ad una profondità di 9 km.
L'evento,... Articolo completo »   Commenti »
 Terremoti Terremoto A Macerata Marche Jquery Macerata

",2020-03-20,"['Terremoti', 'Terremoto A Macerata', 'Marche', 'Jquery', 'Macerata']","Terremoto, paura nelle Marche: scossa avvertita nel Maceratese, epicentro a Monte Cavallo [DATI e...",http://www.meteoweb.eu/2020/03/terremoto-oggi-marche-macerata-monte-cavallo/1407210/,www.meteoweb.eu
 Blitz,"

ANCONA - C'è anche una ragazza di appena 27 anni, tra le vittime del coronavirus di giovedì 19 marzo. E' la più giovane d'Italia, da quando è esplosa l'emergenza sanitaria. 
La ventisettenne era ricoverata all'ospedale San Salvatore di Pesaro e,... Articolo completo »   Commenti »
 Marche Pesaro Ancona

",2020-03-20,"['Marche', 'Pesaro', 'Ancona']","Coronavirus, morta a Pesaro ragazza di 27 anni. E la più giovane dItalia",https://www.blitzquotidiano.it/cronaca-italia/coronavirus-morta-pesaro-27enne-piu-giovane-italia-3163963/,www.blitzquotidiano.it
 Fanpage,"



Oltre che a Pieve Torina la scossa di terremoto è stata avvertita dalla popolazione anche nelle vicine Fiastra, Ussita, Visso, Camerino, Montecavallo, Muccia, Preci, Bolognola, Castelsantangelo sul Nera e Bolognola, luoghi già duramente colpiti... Articolo completo »   Commenti »
 Marche Terremoti Terremoto A Macerata Macerata

",2020-03-20,"['Marche', 'Terremoti', 'Terremoto A Macerata', 'Macerata']","Marche, la terra trema ancora: allalba terremoto di magnitudo 3.3 in provincia di Macerata",https://www.fanpage.it/attualita/marche-la-terra-trema-ancora-allalba-terremoto-di-magnitudo-3-3-in-provincia-di-macerata/,www.fanpage.it
 Blitz,"



ROMA - Alle ore 05:49 di questa mattina, 20 marzo, è stata registrata una scossa di terremoto con magnitudo 3.3 nella zona di Macerata, con epicentro a 5 km di Monte Cavallo, nel Parco Nazionale dei Monti Sibillini.
La scossa è stata avvertita in... Articolo completo »   Commenti »
 Terremoti Terremoto A Roma Terremoto A Macerata Marche Macerata Lazio Roma

",2020-03-20,"['Terremoti', 'Terremoto A Roma', 'Terremoto A Macerata', 'Marche', 'Macerata', 'Lazio', 'Roma']","Terremoto a Macerata, scossa di magnitudo 3.3 a Monte Cavallo",https://www.blitzquotidiano.it/cronaca-italia/terremoto-macerata-scossa-3163973/,www.blitzquotidiano.it
 Corriere Adriatico,"

CINGOLI - Terzo decesso correlato al coronavirus nella casa di riposo di Cingoli, su cui la Procura della Repubblica di Macerata ha aperto un inchiesta per omicidio colposo multiplo... Articolo completo »   Commenti »
 Cingoli Giustizia Marche Macerata Inchieste-investigazioni-indagini Omicidi

",2020-03-20,"['Cingoli', 'Giustizia', 'Marche', 'Macerata', 'Inchieste-investigazioni-indagini', 'Omicidi']",Terzo decesso alla casa di riposo di Cingoli: morta una donna di 94 anni,https://www.corriereadriatico.it/macerata/coronavirus_cingoli_decesso_casa_riposo_donna_ultime_notizie_oggi_19_marzo_2020-5121114.html,www.corriereadriatico.it
 Corriere Adriatico,"



TOLENTINO - Non mangiava da giorni, intervengono i carabinieri. Dopo aver allertato il Comune i militari sono andati al supermercato e gli hanno portato la spesa a casa. Nei giorni di allerta... Articolo completo »   Commenti »
 Carabinieri Marche Tolentino

",2020-03-20,"['Carabinieri', 'Marche', 'Tolentino']","Senza soldi, digiuna da giorni. I carabinieri gli fanno la spesa",https://www.corriereadriatico.it/macerata/macerata_carabinieri_aiuto_anziano-5121254.html,www.corriereadriatico.it
 Corriere Adriatico,"

MACERATA - E' morto il medico cingolano Francesco Foltrani. Aveva 67 anni ed era prossimo alla pensione. La notizia della sua morte ha gettato nello sconforto l'intera città. ... Articolo completo »   Commenti »
 Cingoli Marche Macerata

",2020-03-20,"['Cingoli', 'Marche', 'Macerata']","Medico muore a 67 anni stroncato dal Coronavirus, aveva visitato pazienti della casa di riposo di...",https://www.corriereadriatico.it/macerata/notizie_di_oggi_medico_morto_coronavirus_casa_di_riposo_cingoli-5121255.html,www.corriereadriatico.it
 ViaggiNews,"

Situazione Coronavirus Italia muore ragazza nelle Marche. Lei era giovanissima. La Regione è tra le più colpite del Paese. Una notizia allarmante arriva da Pesaro nel novero di quelli che sono gli aggiornamenti della situazione Coronavirus Italia.... Articolo completo »   Commenti »
 Marche Pesaro

",2020-03-20,"['Marche', 'Pesaro']",Coronavirus Italia | A Pesaro muore una ragazza di 27 anni,https://www.viagginews.com/2020/03/20/coronavirus-italia-pesaro-muore-ragazza-27-anni/?utm_source=rss&utm_medium=rss&utm_campaign=coronavirus-italia-pesaro-muore-ragazza-27-anni,www.viagginews.com
 Il Secolo XIX,"

In migliaia si riversano per strada: la zona è quella colpita nel 2016 dal devastante evento sismico che ha fatto oltre 300 morti nel Centro Italia Articolo completo »   Commenti »
 Terremoti Terremoto A Macerata Marche Macerata

",2020-03-20,"['Terremoti', 'Terremoto A Macerata', 'Marche', 'Macerata']",Terremoto a Macerata: scossa di 3.3 tra i Comuni di Visso e Fiastra,https://www.ilsecoloxix.it/italia-mondo/cronaca/2020/03/20/news/scossa-di-terremoto-di-magnitudo-3-3-nel-maceratese-1.38615520,www.ilsecoloxix.it
 Marche Notizie,"



Si sono concluse le indagini relative all'operazione ""Ghost Jobs"", che nel novembre dello scorso anno aveva portato all'iscrizione di oltre 30 persone al registro degli indagati per una vicenda di corruzione strettamente legata al Comune di... Articolo completo »   Commenti »
 Inchieste-investigazioni-indagini Corruzione Marche Ancona

",2020-03-20,"['Inchieste-investigazioni-indagini', 'Corruzione', 'Marche', 'Ancona']",Si chiudono le indagini relative ai casi di corruzione allinterno del Comune di Ancona,https://www.anconanotizie.it/49715/si-chiudono-le-indagini-relative-ai-casi-di-corruzione-allinterno-del-comune-di-ancona,www.anconanotizie.it
 TM notizie,"



GROTTAMMARE - A una settimana dall'emanazione del DPCM ""Io resto a casa"", la Polizia locale di Grottammare ha effettuato 715 controlli su persone, nonché reiterati controlli sugli esercizi commerciali del territorio, per un totale di 88 accertamenti... Articolo completo »   Commenti »
 Marche Grottammare Polizia Decreti

",2020-03-20,"['Marche', 'Grottammare', 'Polizia', 'Decreti']","Coronavirus / Grottammare, controllate oltre 700 persone dalla Polizia Locale",https://www.tmnotizie.com/coronavirus-grottammare-controllate-oltre-700-persone-dalla-polizia-locale/,www.tmnotizie.com
 Marche Notizie,"



Paura a Pesaro nella notte tra giovedì 19 e venerdì 20 marzo per il violento incendio che si è verificato all'interno di due garage.
Il fatto ha avuto luogo presso un edificio situato in via Monte Amiata, nella frazione di Borgo Santa Maria. Il... Articolo completo »   Commenti »
 Incendi Marche Pesaro

",2020-03-20,"['Incendi', 'Marche', 'Pesaro']","Incendio nella notte a Pesaro, evacuata una famiglia dalla propria abitazione",https://www.pesarourbinonotizie.it/43226/incendio-nella-notte-a-pesaro-evacuata-una-famiglia-dalla-propria-abitazione,www.pesarourbinonotizie.it
 La Gazzetta del Mezzogiorno,"



ANCONA, 20 MAR - La Procura ha chiuso le indagini sul presunto giro di corruzione relativo ad appalti del Comune di Ancona, secondo l'accusa, pilotati in favore di ditte amiche. Arrivate le notifiche del 415 bis al geometra comunale Simone Bonci, a... Articolo completo »   Commenti »
 Arresti Marche Ancona Inchieste-investigazioni-indagini Giustizia Corruzione Appalti

",2020-03-20,"['Arresti', 'Marche', 'Ancona', 'Inchieste-investigazioni-indagini', 'Giustizia', 'Corruzione', 'Appalti']","Arresti Ancona, chiusa indagine per 5",https://www.lagazzettadelmezzogiorno.it/news/italia/1213415/arresti-ancona-chiusa-indagine-per-5.html,www.lagazzettadelmezzogiorno.it
 NewNotizie,"

Una morte improvvisa, che ha lasciato sgomenti familiari, amici e colleghi di una vita.  Gianni Mura è deceduto questa mattina all'Ospedale di Senigallia, in provincia di Ancona. Stando a quanto riportato dal quotidiano ""La Repubblica"", il famoso... Articolo completo »   Commenti »
 Marche Senigallia Ancona

",2020-03-21,"['Marche', 'Senigallia', 'Ancona']","E morto Gianni Mura, aveva 74 anni. Raccontò le imprese sportive dellItalia",https://www.newnotizie.it/2020/03/21/morto-gianni-mura/,www.newnotizie.it
 Huffington Post,"

È morto Gianni Mura, giornalista e scrittore, storica firma di Repubblica. Mura, 74 anni, si è spento questa mattina all'ospedale di Senigallia (Ancona), per un attacco cardiaco improvviso. Articolo completo »   Commenti »
 Giornalismo Giornalisti Marche Senigallia Ancona

",2020-03-21,"['Giornalismo', 'Giornalisti', 'Marche', 'Senigallia', 'Ancona']",È morto Gianni Mura,https://www.huffingtonpost.it/entry/e-morto-gianni-mura_it_5e75dc63c5b6eab77948c45b,www.huffingtonpost.it
 Sky Sport,"

Si è spento questa mattina all'ospedale di Senigallia (Ancona), per un attacco cardiaco improvviso, la storica firma di Repubblica. Nato nel 1945 a Milano, ha scritto pagine memorabili sullo sport e l'Italia Articolo completo »   Commenti »
 Giornalismo Marche Senigallia Ancona Lombardia Milano

",2020-03-21,"['Giornalismo', 'Marche', 'Senigallia', 'Ancona', 'Lombardia', 'Milano']","È morto Gianni Mura, maestro del giornalismo italiano: aveva 74 anni",http://feedproxy.google.com/~r/SkyitSport/~3/tcBZF70ic7M/morto-gianni-mura,feedproxy.google.com
 Vivere Marche,"

E' morto Gianni Mura, giornalista e storica firma di Repubblica. Aveva 74 anni. Mura si trovava a Senigallia quando è stato colto da un attacco cardiaco improvviso. Trasportato d'urgenza all'ospedale cittadino, è purtroppo deceduto nella mattina di... Articolo completo »   Commenti »
 Giornalismo Marche Senigallia Giornalisti

",2020-03-21,"['Giornalismo', 'Marche', 'Senigallia', 'Giornalisti']","Lutto nel giornalismo: è morto a Senigallia Gianni Mura, storica firma di Repubblica. Aveva 74 anni",https://www.viveremarche.it/2020/03/23/lutto-nel-giornalismo-morto-a-senigallia-gianni-mura-storica-firma-di-repubblica-aveva-74-anni/776493,www.viveremarche.it
 Cronachedi,"

ROMA - È morto Gianni Mura, giornalista e scrittore, dal 1976 storica firma di Repubblica. Mura, 74 anni, si è spento questa mattina all'ospedale di Senigallia (Ancona), per un attacco cardiaco improvviso. Ne dà notizia il sito di... Articolo completo »   Commenti »
 Giornalismo Lazio Roma Giornalisti Marche Senigallia Ancona

",2020-03-21,"['Giornalismo', 'Lazio', 'Roma', 'Giornalisti', 'Marche', 'Senigallia', 'Ancona']","Giornalismo: è morto Gianni Mura, storica firma di Repubblica",https://cronachedi.it/2020/03/21/giornalismo-e-morto-gianni-mura-storica-firma-di-repubblica/,cronachedi.it
 Giornale di Sicilia,"

È morto Gianni Mura , giornalista e scrittore, dal 1976 storica firma di Repubblica. Mura, 74 anni, si è spento questa mattina all'ospedale di Senigallia (Ancona), per un attacco cardiaco improvviso.... Articolo completo »   Commenti »
 Giornalismo Giornalisti Marche Senigallia Ancona

",2020-03-21,"['Giornalismo', 'Giornalisti', 'Marche', 'Senigallia', 'Ancona']","Lutto nel gornalismo, morto Gianni Mura",https://gds.it/articoli/cultura/2020/03/21/lutto-nel-gornalismo-morto-gianni-mura-c634fec7-06ee-4561-b5db-8b010830135a/?utm_source=immediafeed&utm_medium=feed&utm_campaign=hp_sicilia,gds.it
 Quotidiano di Ragusa,"

Senigallia - E' morto questa mattina all'eta di 74 anni Gianni Mura, giornalista e scrittore. Si è spento questa mattina all'ospedale di Senigallia, a causa di un attacco cardiaco. Mura, storica firma di 'Repubblica', ""ha scritto pagine memorabili... Articolo completo »   Commenti »
 Giornalismo Giornalisti Marche Senigallia

",2020-03-21,"['Giornalismo', 'Giornalisti', 'Marche', 'Senigallia']","E' morto Gianni Mura, noto giornalista di Repubblica",https://www.quotidianodiragusa.it/2020/03/21/italia/e-morto-gianni-mura-noto-giornalista-di-repubblica/60968,www.quotidianodiragusa.it
 La Repubblica,"

Giornalista e scrittore, dal 1976 storica firma di Repubblica. Mura, 74 anni, si è spento questa mattina all'ospedale di Senigallia (Ancona), per un attacco cardiaco improvviso. Nato a Milano nel 1945, ha scritto pagine memorabili sullo sport e... Articolo completo »   Commenti »
 Giornalismo Giornalisti Marche Senigallia Ancona Lombardia Milano

",2020-03-21,"['Giornalismo', 'Giornalisti', 'Marche', 'Senigallia', 'Ancona', 'Lombardia', 'Milano']","È morto Gianni Mura, storica firma di Repubblica",https://www.repubblica.it/cronaca/2020/03/21/news/e_morto_gianni_mura_storica_firma_di_repubblica-251861209/?rss,www.repubblica.it
 Salernonotizie,"

Il Coronavirus ha la vittima piu` giovane d`Italia. E` una ragazza di 27 anni di Pesaro, nelle Marche. Si tratta della vittima più giovane in Italia causata dal Covid-19. La ragazza soffriva di patologie pregresse: dopo la comparsa del virus le sue... Articolo completo »   Commenti »
 Coronavirus Marche Pesaro

",2020-03-21,"['Coronavirus', 'Marche', 'Pesaro']","Covid: morta ragazza 27enne, è la vittima più giovane in Italia",https://www.salernonotizie.it/2020/03/21/covid-morta-ragazza-27enne-e-la-vittima-piu-giovane-in-italia/,www.salernonotizie.it
 Corriere della Sera,"

Il giornalista, 74 anni, si è spento all'ospedale di Senigallia per un attacco cardiaco improvviso Articolo completo »   Commenti »
 Giornalismo Giornalisti Marche Senigallia

",2020-03-21,"['Giornalismo', 'Giornalisti', 'Marche', 'Senigallia']","È morto Gianni Mura, maestro di giornalismo e storica firma dello sport italiano",https://www.corriere.it/sport/20_marzo_21/morto-gianni-mura-giornalista-repubblica-storica-firma-sport-italiano-3f79c9ee-6b55-11ea-8bdc-8d7efa0d8720.shtml,www.corriere.it
 NewNotizie,"

È morto Gianni Mura all'età di 74 anni, la storica firma di Repubblica è stato colto da un infarto, si è spento all'ospedale di Senigallia Gianni Mura è morto oggi 21 marzo 2020 per un infarto, aveva 74 anni. Il giornalista, scrittore e storica... Articolo completo »   Commenti »
 Giornalismo Giornalisti Video Marche Senigallia

",2020-03-21,"['Giornalismo', 'Giornalisti', 'Video', 'Marche', 'Senigallia']",Gianni Mura è morto: lo scrittore e giornalista di Repubblica aveva 74 anni  VIDEO,https://www.newnotizie.it/2020/03/21/gianni-mura-morto-giornalista-repubblica/,www.newnotizie.it
 Sky Sport,"

La storica firma di Repubblica, vero maestro del giornalismo sportivo, si è spenta all'ospedale di Senigallia all'età di 74 anni a causa di un improvviso attacco di cuore. Per Sky Sport il ricordo di Matteo Marani, che con Mura aveva condiviso... Articolo completo »   Commenti »
 Giornalismo Marche Senigallia

",2020-03-21,"['Giornalismo', 'Marche', 'Senigallia']","E' morto Gianni Mura, il ricordo di Matteo Marani: ""Ti sia lieve la terra""",http://feedproxy.google.com/~r/SkyitSport/~3/1A_AdgZG028/gianni-brera-morto-ricordo,feedproxy.google.com
 TM notizie,"



MACERATA - Molly è uno dei nomi della MDMA - acronimo del nome chimico 3,4-metilenediossimetanfetamina - una droga sintetica simile a uno stimolante e ad un allucinogeno.
La MDMA può essere trovata in polvere bianca o cristalli, mentre l'Ecstasy, è... Articolo completo »   Commenti »
 Effetti Collaterali Marche Macerata

",2020-03-21,"['Effetti Collaterali', 'Marche', 'Macerata']","Molly, una droga dal nome innocuo ma con effetti collaterali deleteri: il grido dallarme dell...",https://www.tmnotizie.com/molly-una-droga-dal-nome-innocuo-ma-con-effetti-collaterali-deleteri-il-grido-dallarme-dell-associazione-mondo-libero-dalla-droga/,www.tmnotizie.com
